stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
9606.ENSP00000263967,9606.ENSP00000275493,PIK3CA,EGFR,9606,0.999,0,0,0.0,0.0,0.79,0.9,0.976
9606.ENSP00000264033,9606.ENSP00000267101,CBL,ERBB3,9606,0.732,0,0,0.0,0.0,0.489,0.0,0.498
9606.ENSP00000264033,9606.ENSP00000265171,CBL,EGF,9606,0.859,0,0,0.0,0.0,0.0,0.5,0.731
9606.ENSP00000264033,9606.ENSP00000269571,CBL,ERBB2,9606,0.944,0,0,0.0,0.0,0.8,0.0,0.734
9606.ENSP00000264033,9606.ENSP00000275493,CBL,EGFR,9606,0.999,0,0,0.0,0.042,0.996,0.9,0.994
9606.ENSP00000265171,9606.ENSP00000269571,EGF,ERBB2,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000265171,9606.ENSP00000275493,EGF,EGFR,9606,0.999,0,0,0.0,0.128,0.999,0.9,0.999
9606.ENSP00000265171,9606.ENSP00000267101,EGF,ERBB3,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000275493,ERBB3,EGFR,9606,0.999,0,0,0.061,0.042,0.986,0.8,0.984
9606.ENSP00000267101,9606.ENSP00000269571,ERBB3,ERBB2,9606,0.999,0,0,0.081,0.086,0.997,0.9,0.984
9606.ENSP00000269571,9606.ENSP00000275493,ERBB2,EGFR,9606,0.999,0,0,0.064,0.08,0.998,0.9,0.983
9606.ENSP00000265171,9606.ENSP00000335153,EGF,HSP90AA1,9606,0.76,0,0,0.0,0.0,0.0,0.5,0.541
9606.ENSP00000265171,9606.ENSP00000362680,EGF,SRC,9606,0.922,0,0,0.0,0.0,0.0,0.4,0.876
9606.ENSP00000265171,9606.ENSP00000398632,EGF,CD44,9606,0.922,0,0,0.0,0.0,0.0,0.0,0.922
9606.ENSP00000265171,9606.ENSP00000401303,EGF,SHC1,9606,0.924,0,0,0.0,0.052,0.292,0.4,0.834
9606.ENSP00000265171,9606.ENSP00000287842,EGF,NRG1,9606,0.972,0,0,0.0,0.042,0.423,0.4,0.927
9606.ENSP00000265171,9606.ENSP00000376345,EGF,GRB2,9606,0.995,0,0,0.0,0.0,0.0,0.4,0.993
9606.ENSP00000265171,9606.ENSP00000269571,EGF,ERBB2,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000265171,9606.ENSP00000275493,EGF,EGFR,9606,0.999,0,0,0.0,0.128,0.999,0.9,0.999
9606.ENSP00000265171,9606.ENSP00000342235,EGF,ERBB4,9606,0.999,0,0,0.0,0.136,0.071,0.65,0.997
9606.ENSP00000265171,9606.ENSP00000267101,EGF,ERBB3,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000335153,ERBB3,HSP90AA1,9606,0.916,0,0,0.0,0.0,0.237,0.5,0.797
9606.ENSP00000267101,9606.ENSP00000362680,ERBB3,SRC,9606,0.968,0,0,0.0,0.044,0.389,0.9,0.525
9606.ENSP00000267101,9606.ENSP00000376345,ERBB3,GRB2,9606,0.999,0,0,0.0,0.0,0.893,0.9,0.975
9606.ENSP00000267101,9606.ENSP00000401303,ERBB3,SHC1,9606,0.999,0,0,0.0,0.0,0.907,0.9,0.976
9606.ENSP00000267101,9606.ENSP00000342235,ERBB3,ERBB4,9606,0.999,0,0,0.061,0.06,0.622,0.9,0.983
9606.ENSP00000267101,9606.ENSP00000275493,ERBB3,EGFR,9606,0.999,0,0,0.061,0.042,0.986,0.8,0.984
9606.ENSP00000267101,9606.ENSP00000287842,ERBB3,NRG1,9606,0.999,0,0,0.0,0.0,0.992,0.9,0.999
9606.ENSP00000267101,9606.ENSP00000269571,ERBB3,ERBB2,9606,0.999,0,0,0.081,0.086,0.997,0.9,0.984
9606.ENSP00000269571,9606.ENSP00000342235,ERBB2,ERBB4,9606,0.999,0,0,0.055,0.0,0.85,0.9,0.983
9606.ENSP00000269571,9606.ENSP00000287842,ERBB2,NRG1,9606,0.999,0,0,0.0,0.0,0.898,0.9,0.998
9606.ENSP00000269571,9606.ENSP00000275493,ERBB2,EGFR,9606,0.999,0,0,0.064,0.08,0.998,0.9,0.983
9606.ENSP00000269571,9606.ENSP00000376345,ERBB2,GRB2,9606,0.999,0,0,0.0,0.0,0.934,0.9,0.993
9606.ENSP00000269571,9606.ENSP00000401303,ERBB2,SHC1,9606,0.999,0,0,0.0,0.058,0.921,0.9,0.991
9606.ENSP00000269571,9606.ENSP00000398632,ERBB2,CD44,9606,0.999,0,0,0.0,0.0,0.695,0.9,0.992
9606.ENSP00000269571,9606.ENSP00000362680,ERBB2,SRC,9606,0.999,0,0,0.0,0.049,0.85,0.9,0.98
9606.ENSP00000269571,9606.ENSP00000335153,ERBB2,HSP90AA1,9606,0.999,0,0,0.0,0.0,0.898,0.5,0.985
9606.ENSP00000275493,9606.ENSP00000342235,EGFR,ERBB4,9606,0.996,0,0,0.051,0.0,0.786,0.4,0.977
9606.ENSP00000275493,9606.ENSP00000398632,EGFR,CD44,9606,0.998,0,0,0.0,0.072,0.785,0.0,0.995
9606.ENSP00000275493,9606.ENSP00000287842,EGFR,NRG1,9606,0.999,0,0,0.0,0.074,0.79,0.9,0.997
9606.ENSP00000275493,9606.ENSP00000401303,EGFR,SHC1,9606,0.999,0,0,0.0,0.067,0.995,0.9,0.994
9606.ENSP00000275493,9606.ENSP00000376345,EGFR,GRB2,9606,0.999,0,0,0.0,0.042,0.996,0.9,0.996
9606.ENSP00000275493,9606.ENSP00000335153,EGFR,HSP90AA1,9606,0.999,0,0,0.0,0.049,0.854,0.5,0.993
9606.ENSP00000275493,9606.ENSP00000362680,EGFR,SRC,9606,0.999,0,0,0.0,0.042,0.928,0.9,0.988
9606.ENSP00000287842,9606.ENSP00000401303,NRG1,SHC1,9606,0.762,0,0,0.0,0.0,0.0,0.4,0.621
9606.ENSP00000287842,9606.ENSP00000376345,NRG1,GRB2,9606,0.784,0,0,0.0,0.0,0.0,0.4,0.655
9606.ENSP00000287842,9606.ENSP00000362680,NRG1,SRC,9606,0.791,0,0,0.0,0.042,0.084,0.4,0.65
9606.ENSP00000287842,9606.ENSP00000342235,NRG1,ERBB4,9606,0.999,0,0,0.0,0.0,0.978,0.9,0.999
9606.ENSP00000335153,9606.ENSP00000398632,HSP90AA1,CD44,9606,0.779,0,0,0.0,0.043,0.0,0.0,0.779
9606.ENSP00000335153,9606.ENSP00000342235,HSP90AA1,ERBB4,9606,0.809,0,0,0.0,0.0,0.448,0.5,0.365
9606.ENSP00000335153,9606.ENSP00000376345,HSP90AA1,GRB2,9606,0.835,0,0,0.0,0.078,0.2,0.5,0.606
9606.ENSP00000335153,9606.ENSP00000362680,HSP90AA1,SRC,9606,0.999,0,0,0.0,0.042,0.799,0.8,0.994
9606.ENSP00000342235,9606.ENSP00000398632,ERBB4,CD44,9606,0.72,0,0,0.0,0.0,0.292,0.0,0.621
9606.ENSP00000342235,9606.ENSP00000362680,ERBB4,SRC,9606,0.916,0,0,0.0,0.0,0.23,0.8,0.501
9606.ENSP00000342235,9606.ENSP00000401303,ERBB4,SHC1,9606,0.999,0,0,0.0,0.0,0.87,0.9,0.933
9606.ENSP00000342235,9606.ENSP00000376345,ERBB4,GRB2,9606,0.999,0,0,0.0,0.0,0.879,0.9,0.95
9606.ENSP00000362680,9606.ENSP00000398632,SRC,CD44,9606,0.972,0,0,0.0,0.074,0.624,0.0,0.926
9606.ENSP00000362680,9606.ENSP00000401303,SRC,SHC1,9606,0.999,0,0,0.0,0.102,0.792,0.9,0.989
9606.ENSP00000362680,9606.ENSP00000376345,SRC,GRB2,9606,0.999,0,0,0.0,0.083,0.558,0.9,0.986
9606.ENSP00000376345,9606.ENSP00000401303,GRB2,SHC1,9606,0.999,0,0,0.0,0.099,0.999,0.9,0.999
9606.ENSP00000265171,9606.ENSP00000354910,EGF,NRG2,9606,0.891,0,0,0.0,0.0,0.071,0.4,0.82
9606.ENSP00000265171,9606.ENSP00000428056,EGF,PIK3R1,9606,0.911,0,0,0.0,0.0,0.292,0.4,0.809
9606.ENSP00000265171,9606.ENSP00000401303,EGF,SHC1,9606,0.924,0,0,0.0,0.052,0.292,0.4,0.834
9606.ENSP00000265171,9606.ENSP00000287842,EGF,NRG1,9606,0.972,0,0,0.0,0.042,0.423,0.4,0.927
9606.ENSP00000265171,9606.ENSP00000376345,EGF,GRB2,9606,0.995,0,0,0.0,0.0,0.0,0.4,0.993
9606.ENSP00000265171,9606.ENSP00000404131,EGF,TGFA,9606,0.998,0,0,0.0,0.0,0.0,0.9,0.987
9606.ENSP00000265171,9606.ENSP00000269571,EGF,ERBB2,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000265171,9606.ENSP00000275493,EGF,EGFR,9606,0.999,0,0,0.0,0.128,0.999,0.9,0.999
9606.ENSP00000265171,9606.ENSP00000342235,EGF,ERBB4,9606,0.999,0,0,0.0,0.136,0.071,0.65,0.997
9606.ENSP00000265171,9606.ENSP00000267101,EGF,ERBB3,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000404131,ERBB3,TGFA,9606,0.998,0,0,0.0,0.0,0.0,0.9,0.982
9606.ENSP00000267101,9606.ENSP00000428056,ERBB3,PIK3R1,9606,0.998,0,0,0.0,0.0,0.923,0.9,0.779
9606.ENSP00000267101,9606.ENSP00000376345,ERBB3,GRB2,9606,0.999,0,0,0.0,0.0,0.893,0.9,0.975
9606.ENSP00000267101,9606.ENSP00000354910,ERBB3,NRG2,9606,0.999,0,0,0.0,0.0,0.635,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000401303,ERBB3,SHC1,9606,0.999,0,0,0.0,0.0,0.907,0.9,0.976
9606.ENSP00000267101,9606.ENSP00000342235,ERBB3,ERBB4,9606,0.999,0,0,0.061,0.06,0.622,0.9,0.983
9606.ENSP00000267101,9606.ENSP00000275493,ERBB3,EGFR,9606,0.999,0,0,0.061,0.042,0.986,0.8,0.984
9606.ENSP00000267101,9606.ENSP00000287842,ERBB3,NRG1,9606,0.999,0,0,0.0,0.0,0.992,0.9,0.999
9606.ENSP00000267101,9606.ENSP00000269571,ERBB3,ERBB2,9606,0.999,0,0,0.081,0.086,0.997,0.9,0.984
9606.ENSP00000269571,9606.ENSP00000354910,ERBB2,NRG2,9606,0.994,0,0,0.0,0.0,0.287,0.9,0.929
9606.ENSP00000269571,9606.ENSP00000428056,ERBB2,PIK3R1,9606,0.995,0,0,0.0,0.0,0.84,0.9,0.728
9606.ENSP00000269571,9606.ENSP00000404131,ERBB2,TGFA,9606,0.998,0,0,0.0,0.0,0.409,0.9,0.978
9606.ENSP00000269571,9606.ENSP00000342235,ERBB2,ERBB4,9606,0.999,0,0,0.055,0.0,0.85,0.9,0.983
9606.ENSP00000269571,9606.ENSP00000287842,ERBB2,NRG1,9606,0.999,0,0,0.0,0.0,0.898,0.9,0.998
9606.ENSP00000269571,9606.ENSP00000275493,ERBB2,EGFR,9606,0.999,0,0,0.064,0.08,0.998,0.9,0.983
9606.ENSP00000269571,9606.ENSP00000376345,ERBB2,GRB2,9606,0.999,0,0,0.0,0.0,0.934,0.9,0.993
9606.ENSP00000269571,9606.ENSP00000401303,ERBB2,SHC1,9606,0.999,0,0,0.0,0.058,0.921,0.9,0.991
9606.ENSP00000275493,9606.ENSP00000342235,EGFR,ERBB4,9606,0.996,0,0,0.051,0.0,0.786,0.4,0.977
9606.ENSP00000275493,9606.ENSP00000354910,EGFR,NRG2,9606,0.996,0,0,0.0,0.067,0.287,0.9,0.958
9606.ENSP00000275493,9606.ENSP00000428056,EGFR,PIK3R1,9606,0.998,0,0,0.0,0.042,0.9,0.9,0.901
9606.ENSP00000275493,9606.ENSP00000287842,EGFR,NRG1,9606,0.999,0,0,0.0,0.074,0.79,0.9,0.997
9606.ENSP00000275493,9606.ENSP00000404131,EGFR,TGFA,9606,0.999,0,0,0.0,0.062,0.983,0.9,0.998
9606.ENSP00000275493,9606.ENSP00000401303,EGFR,SHC1,9606,0.999,0,0,0.0,0.067,0.995,0.9,0.994
9606.ENSP00000275493,9606.ENSP00000376345,EGFR,GRB2,9606,0.999,0,0,0.0,0.042,0.996,0.9,0.996
9606.ENSP00000287842,9606.ENSP00000404131,NRG1,TGFA,9606,0.735,0,0,0.0,0.049,0.0,0.0,0.733
9606.ENSP00000287842,9606.ENSP00000401303,NRG1,SHC1,9606,0.762,0,0,0.0,0.0,0.0,0.4,0.621
9606.ENSP00000287842,9606.ENSP00000376345,NRG1,GRB2,9606,0.784,0,0,0.0,0.0,0.0,0.4,0.655
9606.ENSP00000287842,9606.ENSP00000354910,NRG1,NRG2,9606,0.918,0,0,0.0,0.0,0.0,0.9,0.221
9606.ENSP00000287842,9606.ENSP00000342235,NRG1,ERBB4,9606,0.999,0,0,0.0,0.0,0.978,0.9,0.999
9606.ENSP00000342235,9606.ENSP00000428056,ERBB4,PIK3R1,9606,0.948,0,0,0.0,0.06,0.194,0.9,0.398
9606.ENSP00000342235,9606.ENSP00000404131,ERBB4,TGFA,9606,0.989,0,0,0.0,0.0,0.0,0.65,0.971
9606.ENSP00000342235,9606.ENSP00000401303,ERBB4,SHC1,9606,0.999,0,0,0.0,0.0,0.87,0.9,0.933
9606.ENSP00000342235,9606.ENSP00000354910,ERBB4,NRG2,9606,0.999,0,0,0.0,0.074,0.635,0.9,0.998
9606.ENSP00000342235,9606.ENSP00000376345,ERBB4,GRB2,9606,0.999,0,0,0.0,0.0,0.879,0.9,0.95
9606.ENSP00000376345,9606.ENSP00000404131,GRB2,TGFA,9606,0.768,0,0,0.0,0.0,0.0,0.4,0.63
9606.ENSP00000376345,9606.ENSP00000428056,GRB2,PIK3R1,9606,0.998,0,0,0.0,0.042,0.921,0.4,0.975
9606.ENSP00000376345,9606.ENSP00000401303,GRB2,SHC1,9606,0.999,0,0,0.0,0.099,0.999,0.9,0.999
9606.ENSP00000401303,9606.ENSP00000428056,SHC1,PIK3R1,9606,0.971,0,0,0.0,0.049,0.878,0.4,0.636
9606.ENSP00000230990,9606.ENSP00000378367,HBEGF,NRG4,9606,0.708,0,0,0.0,0.0,0.0,0.4,0.534
9606.ENSP00000230990,9606.ENSP00000354910,HBEGF,NRG2,9606,0.731,0,0,0.0,0.0,0.0,0.4,0.571
9606.ENSP00000230990,9606.ENSP00000287842,HBEGF,NRG1,9606,0.746,0,0,0.0,0.07,0.0,0.4,0.583
9606.ENSP00000230990,9606.ENSP00000269571,HBEGF,ERBB2,9606,0.944,0,0,0.0,0.0,0.0,0.4,0.911
9606.ENSP00000230990,9606.ENSP00000244869,HBEGF,EREG,9606,0.959,0,0,0.0,0.127,0.0,0.4,0.928
9606.ENSP00000230990,9606.ENSP00000267101,HBEGF,ERBB3,9606,0.991,0,0,0.0,0.0,0.0,0.4,0.986
9606.ENSP00000230990,9606.ENSP00000265171,HBEGF,EGF,9606,0.992,0,0,0.0,0.0,0.0,0.4,0.988
9606.ENSP00000230990,9606.ENSP00000342235,HBEGF,ERBB4,9606,0.999,0,0,0.0,0.0,0.363,0.9,0.995
9606.ENSP00000244869,9606.ENSP00000361214,EREG,NRG3,9606,0.73,0,0,0.0,0.0,0.0,0.4,0.57
9606.ENSP00000244869,9606.ENSP00000378367,EREG,NRG4,9606,0.74,0,0,0.0,0.0,0.0,0.4,0.585
9606.ENSP00000244869,9606.ENSP00000354910,EREG,NRG2,9606,0.768,0,0,0.0,0.0,0.0,0.4,0.63
9606.ENSP00000244869,9606.ENSP00000287842,EREG,NRG1,9606,0.845,0,0,0.0,0.07,0.405,0.4,0.59
9606.ENSP00000244869,9606.ENSP00000269571,EREG,ERBB2,9606,0.86,0,0,0.0,0.0,0.0,0.65,0.616
9606.ENSP00000244869,9606.ENSP00000265171,EREG,EGF,9606,0.958,0,0,0.0,0.0,0.405,0.4,0.893
9606.ENSP00000244869,9606.ENSP00000267101,EREG,ERBB3,9606,0.982,0,0,0.0,0.0,0.0,0.65,0.952
9606.ENSP00000244869,9606.ENSP00000342235,EREG,ERBB4,9606,0.999,0,0,0.0,0.0,0.292,0.9,0.994
9606.ENSP00000265171,9606.ENSP00000378367,EGF,NRG4,9606,0.802,0,0,0.0,0.042,0.0,0.4,0.684
9606.ENSP00000265171,9606.ENSP00000361214,EGF,NRG3,9606,0.859,0,0,0.0,0.0,0.0,0.4,0.775
9606.ENSP00000265171,9606.ENSP00000354910,EGF,NRG2,9606,0.891,0,0,0.0,0.0,0.071,0.4,0.82
9606.ENSP00000265171,9606.ENSP00000287842,EGF,NRG1,9606,0.972,0,0,0.0,0.042,0.423,0.4,0.927
9606.ENSP00000265171,9606.ENSP00000376345,EGF,GRB2,9606,0.995,0,0,0.0,0.0,0.0,0.4,0.993
9606.ENSP00000265171,9606.ENSP00000269571,EGF,ERBB2,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000265171,9606.ENSP00000342235,EGF,ERBB4,9606,0.999,0,0,0.0,0.136,0.071,0.65,0.997
9606.ENSP00000265171,9606.ENSP00000267101,EGF,ERBB3,9606,0.999,0,0,0.0,0.128,0.314,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000361214,ERBB3,NRG3,9606,0.958,0,0,0.0,0.0,0.0,0.4,0.933
9606.ENSP00000267101,9606.ENSP00000378367,ERBB3,NRG4,9606,0.982,0,0,0.0,0.054,0.131,0.4,0.968
9606.ENSP00000267101,9606.ENSP00000376345,ERBB3,GRB2,9606,0.999,0,0,0.0,0.0,0.893,0.9,0.975
9606.ENSP00000267101,9606.ENSP00000354910,ERBB3,NRG2,9606,0.999,0,0,0.0,0.0,0.635,0.9,0.998
9606.ENSP00000267101,9606.ENSP00000342235,ERBB3,ERBB4,9606,0.999,0,0,0.061,0.06,0.622,0.9,0.983
9606.ENSP00000267101,9606.ENSP00000287842,ERBB3,NRG1,9606,0.999,0,0,0.0,0.0,0.992,0.9,0.999
9606.ENSP00000267101,9606.ENSP00000269571,ERBB3,ERBB2,9606,0.999,0,0,0.081,0.086,0.997,0.9,0.984
9606.ENSP00000269571,9606.ENSP00000361214,ERBB2,NRG3,9606,0.872,0,0,0.0,0.0,0.0,0.4,0.796
9606.ENSP00000269571,9606.ENSP00000378367,ERBB2,NRG4,9606,0.874,0,0,0.0,0.054,0.131,0.4,0.776
9606.ENSP00000269571,9606.ENSP00000354910,ERBB2,NRG2,9606,0.994,0,0,0.0,0.0,0.287,0.9,0.929
9606.ENSP00000269571,9606.ENSP00000342235,ERBB2,ERBB4,9606,0.999,0,0,0.055,0.0,0.85,0.9,0.983
9606.ENSP00000269571,9606.ENSP00000287842,ERBB2,NRG1,9606,0.999,0,0,0.0,0.0,0.898,0.9,0.998
9606.ENSP00000269571,9606.ENSP00000376345,ERBB2,GRB2,9606,0.999,0,0,0.0,0.0,0.934,0.9,0.993
9606.ENSP00000287842,9606.ENSP00000376345,NRG1,GRB2,9606,0.784,0,0,0.0,0.0,0.0,0.4,0.655
9606.ENSP00000287842,9606.ENSP00000354910,NRG1,NRG2,9606,0.918,0,0,0.0,0.0,0.0,0.9,0.221
9606.ENSP00000287842,9606.ENSP00000361214,NRG1,NRG3,9606,0.936,0,0,0.0,0.044,0.0,0.9,0.384
9606.ENSP00000287842,9606.ENSP00000378367,NRG1,NRG4,9606,0.989,0,0,0.0,0.0,0.099,0.9,0.892
9606.ENSP00000287842,9606.ENSP00000342235,NRG1,ERBB4,9606,0.999,0,0,0.0,0.0,0.978,0.9,0.999
9606.ENSP00000342235,9606.ENSP00000361214,ERBB4,NRG3,9606,0.999,0,0,0.0,0.109,0.0,0.9,0.998
9606.ENSP00000342235,9606.ENSP00000354910,ERBB4,NRG2,9606,0.999,0,0,0.0,0.074,0.635,0.9,0.998
9606.ENSP00000342235,9606.ENSP00000376345,ERBB4,GRB2,9606,0.999,0,0,0.0,0.0,0.879,0.9,0.95
9606.ENSP00000342235,9606.ENSP00000378367,ERBB4,NRG4,9606,0.999,0,0,0.0,0.054,0.131,0.9,0.998
9606.ENSP00000354910,9606.ENSP00000361214,NRG2,NRG3,9606,0.955,0,0,0.0,0.067,0.0,0.9,0.566
9606.ENSP00000354910,9606.ENSP00000378367,NRG2,NRG4,9606,0.997,0,0,0.0,0.049,0.099,0.9,0.973
9606.ENSP00000361214,9606.ENSP00000378367,NRG3,NRG4,9606,0.994,0,0,0.0,0.0,0.0,0.9,0.945
9606.ENSP00000011653,9606.ENSP00000472929,CD4,VAV1,9606,0.735,0,0,0.0,0.086,0.0,0.0,0.723
9606.ENSP00000011653,9606.ENSP00000046794,CD4,LCP2,9606,0.891,0,0,0.0,0.285,0.093,0.5,0.704
9606.ENSP00000011653,9606.ENSP00000324890,CD4,CD28,9606,0.971,0,0,0.0,0.137,0.091,0.0,0.966
9606.ENSP00000011653,9606.ENSP00000346671,CD4,FYN,9606,0.98,0,0,0.0,0.089,0.081,0.0,0.978
9606.ENSP00000011653,9606.ENSP00000411355,CD4,PTPRC,9606,0.981,0,0,0.0,0.276,0.341,0.4,0.943
9606.ENSP00000011653,9606.ENSP00000364898,CD4,SYK,9606,0.981,0,0,0.0,0.156,0.321,0.9,0.709
9606.ENSP00000011653,9606.ENSP00000354782,CD4,CD247,9606,0.989,0,0,0.0,0.206,0.0,0.9,0.884
9606.ENSP00000011653,9606.ENSP00000264972,CD4,ZAP70,9606,0.995,0,0,0.0,0.24,0.321,0.9,0.915
9606.ENSP00000011653,9606.ENSP00000477713,CD4,LCK,9606,0.999,0,0,0.0,0.097,0.981,0.9,0.998
9606.ENSP00000011653,9606.ENSP00000386559,CD4,CD8A,9606,0.999,0,0,0.0,0.13,0.098,0.9,0.993
9606.ENSP00000046794,9606.ENSP00000324890,LCP2,CD28,9606,0.843,0,0,0.0,0.145,0.0,0.0,0.825
9606.ENSP00000046794,9606.ENSP00000411355,LCP2,PTPRC,9606,0.935,0,0,0.0,0.828,0.053,0.0,0.635
9606.ENSP00000046794,9606.ENSP00000354782,LCP2,CD247,9606,0.941,0,0,0.0,0.297,0.0,0.5,0.846
9606.ENSP00000046794,9606.ENSP00000346671,LCP2,FYN,9606,0.993,0,0,0.0,0.145,0.334,0.5,0.981
9606.ENSP00000046794,9606.ENSP00000477713,LCP2,LCK,9606,0.999,0,0,0.0,0.285,0.509,0.5,0.995
9606.ENSP00000046794,9606.ENSP00000472929,LCP2,VAV1,9606,0.999,0,0,0.0,0.377,0.825,0.9,0.998
9606.ENSP00000046794,9606.ENSP00000364898,LCP2,SYK,9606,0.999,0,0,0.0,0.215,0.331,0.9,0.998
9606.ENSP00000046794,9606.ENSP00000264972,LCP2,ZAP70,9606,0.999,0,0,0.0,0.335,0.646,0.9,0.999
9606.ENSP00000264972,9606.ENSP00000411355,ZAP70,PTPRC,9606,0.811,0,0,0.0,0.263,0.097,0.0,0.739
9606.ENSP00000264972,9606.ENSP00000324890,ZAP70,CD28,9606,0.941,0,0,0.0,0.268,0.0,0.0,0.923
9606.ENSP00000264972,9606.ENSP00000364898,ZAP70,SYK,9606,0.977,0,0,0.053,0.067,0.0,0.9,0.771
9606.ENSP00000264972,9606.ENSP00000386559,ZAP70,CD8A,9606,0.992,0,0,0.0,0.363,0.045,0.9,0.888
9606.ENSP00000264972,9606.ENSP00000346671,ZAP70,FYN,9606,0.993,0,0,0.085,0.128,0.339,0.9,0.892
9606.ENSP00000264972,9606.ENSP00000354782,ZAP70,CD247,9606,0.999,0,0,0.0,0.8,0.992,0.9,0.998
9606.ENSP00000264972,9606.ENSP00000477713,ZAP70,LCK,9606,0.999,0,0,0.086,0.773,0.829,0.9,0.986
9606.ENSP00000264972,9606.ENSP00000472929,ZAP70,VAV1,9606,0.999,0,0,0.0,0.149,0.63,0.9,0.993
9606.ENSP00000324890,9606.ENSP00000411355,CD28,PTPRC,9606,0.8,0,0,0.0,0.172,0.0,0.0,0.769
9606.ENSP00000324890,9606.ENSP00000346671,CD28,FYN,9606,0.867,0,0,0.0,0.117,0.0,0.4,0.77
9606.ENSP00000324890,9606.ENSP00000472929,CD28,VAV1,9606,0.879,0,0,0.0,0.104,0.292,0.4,0.72
